dataset,method,seed,fold,selected_alpha,selected_rrf_lambda,fold_tuned_alpha,fold_tuned_rrf_lambda,accuracy,macro_f1,auc,n_nodes,depth,vif_dropped,main_set_redundancy,main_weighted_redundancy,root_agreement,feature_set_jaccard,importance_rank_corr,top5_jaccard,structural_distance,bootstrap_set_redundancy,bootstrap_weighted_redundancy
Wine,ACP-Gini,43,4,1.0,0.9,1.0,0.9,0.7451886066204773,0.7190819196581699,0.7861010139171101,121,6,0,0.2080885340760038,0.1219633162214897,1.0,0.9141084312512884,0.8549362238133936,0.6896404275996113,0.5152438176213777,0.2198656099995034,0.1305160575785321
Wine,CART,44,0,1.0,0.9,1.0,0.9,0.7546153846153846,0.7299340757812668,0.7979117153330225,111,6,0,0.2379085550315292,0.1423179708715984,1.0,0.989090909090909,0.7187903525046382,0.647463556851312,0.5692866842030411,0.2445829811102353,0.1761568113041256
Wine,VIF+CART,44,0,1.0,0.9,1.0,0.9,0.7546153846153846,0.7299340757812668,0.7979117153330225,111,6,1,0.2379085550315292,0.1423179708715984,1.0,0.996,0.8033185235683663,0.6554810495626823,0.5509941827976512,0.2378685816402946,0.1635866805848127
Wine,RRF-style,44,0,1.0,0.9,1.0,0.9,0.7546153846153846,0.7318216533159505,0.7997827144643898,111,6,0,0.2379085550315292,0.1406147572192528,1.0,0.9520593692022264,0.7090315398886828,0.6382896015549077,0.5794601594960764,0.2436294197425451,0.1749024847480762
Wine,ACP-Gini,44,0,1.0,0.9,1.0,0.9,0.7630769230769231,0.7396449704142012,0.8088562323757996,115,6,0,0.2080885340760038,0.1074874437387362,1.0,0.9106757369614512,0.8542925517648109,0.6716909620991255,0.5205673011426925,0.2156400158144241,0.1257188769568743
Wine,CART,44,1,1.0,0.9,1.0,0.9,0.7507692307692307,0.7168403361344537,0.8054784994306762,109,6,0,0.2447890453576659,0.1545776002359045,1.0,0.9856029684601114,0.6126159554730983,0.55354713313897,0.5737365522826112,0.2447444278978576,0.1830536817710107
Wine,VIF+CART,44,1,1.0,0.9,1.0,0.9,0.75,0.7161379441937277,0.8096700978931198,109,6,1,0.2379085550315292,0.1472473362596748,1.0,0.992,0.7352251940411897,0.5760835762876579,0.5530389873442475,0.238164383831275,0.1673946198711064
Wine,RRF-style,44,1,1.0,0.9,1.0,0.9,0.75,0.7161379441937277,0.8096688242381634,109,6,0,0.2447890453576659,0.1478840962528746,1.0,0.9651057513914656,0.5988367411198775,0.5264237123420796,0.5723346058536829,0.2449054898032194,0.1821042665609893
Wine,ACP-Gini,44,1,1.0,0.9,1.0,0.9,0.7607692307692308,0.7347723719799442,0.8099439337088068,115,6,0,0.2379085550315292,0.1240682556791532,1.0,0.8842820037105752,0.8264025799968739,0.627240038872692,0.5338021851458039,0.2213205189026955,0.1292074866314492
Wine,CART,44,2,1.0,0.9,1.0,0.7,0.7729022324865281,0.754235565215551,0.8242946844379153,121,6,0,0.2447890453576659,0.1699227007169166,1.0,0.9751243042671612,0.6414311524107759,0.5732458697764821,0.5798333141022364,0.2443678883533726,0.1871953768226456
Wine,VIF+CART,44,2,1.0,0.9,1.0,0.7,0.7736720554272517,0.7551809286439582,0.8225234255051086,121,6,1,0.2379085550315292,0.1624702609680728,1.0,0.992,0.7619104183500579,0.5936443148688048,0.5522360493318209,0.2381383186860454,0.1722024373625562
Wine,RRF-style,44,2,1.0,0.9,1.0,0.7,0.7736720554272517,0.7549559838821447,0.8239184991354114,121,6,0,0.2398079647307797,0.1734882879425311,1.0,0.9587680890538034,0.6431971531210481,0.5818561710398445,0.5818095076294472,0.2442947710875086,0.1860750857577216
Wine,ACP-Gini,44,2,1.0,0.9,1.0,0.7,0.7544264819091608,0.7374844868644366,0.8123970272434671,117,6,0,0.2337635154182387,0.120110920166425,1.0,0.9049622758194186,0.8311157844095197,0.6726919339164237,0.498197975205817,0.2256121277423788,0.1288113327264436
Wine,CART,44,3,1.0,0.9,0.8,0.9,0.7536566589684373,0.7315200429898623,0.7989053645299342,119,6,0,0.2447890453576659,0.1718872152710879,1.0,0.971948051948052,0.7215361781076067,0.6648396501457727,0.5626291147079532,0.245189142888667,0.1832817943294215
Wine,VIF+CART,44,3,1.0,0.9,0.8,0.9,0.7451886066204773,0.7249953149894115,0.8008360240146496,119,6,1,0.2379085550315292,0.1661804559416975,1.0,0.9801632653061226,0.8014593883719442,0.6741107871720117,0.5468053391151396,0.2386899496767717,0.1720552655163725
Wine,RRF-style,44,3,1.0,0.9,0.8,0.9,0.7513471901462664,0.7291333794270818,0.7980879584997475,119,6,0,0.2447890453576659,0.1740660608852461,1.0,0.934100185528757,0.7216441965579755,0.6570942662779398,0.5688212279324454,0.2448214166326884,0.1835994438730831
Wine,ACP-Gini,44,3,1.0,0.9,0.8,0.9,0.7505773672055427,0.7260064579969794,0.7972871301269594,117,6,0,0.2080885340760038,0.1228145638471491,1.0,0.8845491651205937,0.8707824472888994,0.7331000971817299,0.5146955847710888,0.2199664549191775,0.1299981061700815
Wine,CART,44,4,1.0,0.9,0.8,0.9,0.75211701308699,0.7318648266100496,0.7962950672371014,115,6,0,0.2447890453576659,0.1645646735586783,1.0,0.9928756957328386,0.6275324675324675,0.5719241982507289,0.5747991330923465,0.2453068894654904,0.1832221052750755
Wine,VIF+CART,44,4,1.0,0.9,0.8,0.9,0.75211701308699,0.7318648266100496,0.7947877206775784,117,6,1,0.2379085550315292,0.1629813800585229,1.0,1.0,0.7407272727272728,0.5848396501457727,0.5521848142964726,0.2379085550315292,0.1693755057915478
Wine,RRF-style,44,4,1.0,0.9,0.8,0.9,0.7498075442648191,0.7299802941738935,0.7944533220335521,113,6,0,0.2447890453576659,0.1634772766068932,1.0,0.954330241187384,0.6330808182666189,0.5729737609329447,0.5861964828437847,0.2451046147781248,0.1822633050440949
Wine,ACP-Gini,44,4,1.0,0.9,0.8,0.9,0.7405696689761355,0.7210039099718621,0.7901189029682346,117,6,0,0.2379085550315292,0.1194521275819515,1.0,0.8678499278499279,0.8402013587114776,0.648804664723032,0.5275185909651788,0.2187462457305087,0.1283577747050513
Pima,CART,42,0,0.2,0.9,0.4,0.9,0.7662337662337663,0.7210144927536233,0.7722222222222221,73,6,0,0.1587031560949872,0.1831177846283969,1.0,0.9498979591836736,0.6343245869776483,0.6254907677356658,0.6729182351768864,0.1697839100421438,0.1777852453576283
Pima,VIF+CART,42,0,0.2,0.9,0.4,0.9,0.7662337662337663,0.7210144927536233,0.7722222222222221,73,6,0,0.1587031560949872,0.1831177846283969,1.0,0.9498979591836736,0.6343245869776483,0.6254907677356658,0.6729182351768864,0.1697839100421438,0.1777852453576283
Pima,RRF-style,42,0,0.2,0.9,0.4,0.9,0.7662337662337663,0.7210144927536233,0.7722222222222221,73,6,0,0.1587031560949872,0.1831177846283969,1.0,0.8862244897959184,0.6047497587803765,0.6256656948493684,0.6723959999097743,0.1688171854297712,0.1769106128653316
Pima,ACP-Gini,42,0,0.2,0.9,0.4,0.9,0.7597402597402597,0.7114498404820986,0.7669444444444444,73,6,0,0.1587031560949872,0.1845955856252718,1.0,0.919067055393586,0.6400044748676437,0.6388532555879496,0.6687115772111971,0.1691267953449969,0.1742074226940588
Pima,CART,42,1,0.2,0.9,0.2,0.9,0.7532467532467533,0.7186538461538461,0.7899074074074075,73,6,0,0.1587031560949872,0.1861425416293169,0.98,0.9313265306122448,0.6465111758989311,0.6280563654033042,0.6678365052591715,0.1694862889005681,0.1834600994823889
Pima,VIF+CART,42,1,0.2,0.9,0.2,0.9,0.7532467532467533,0.7186538461538461,0.7899074074074075,73,6,0,0.1587031560949872,0.1861425416293169,0.98,0.9313265306122448,0.6465111758989311,0.6280563654033042,0.6678365052591715,0.1694862889005681,0.1834600994823889
Pima,RRF-style,42,1,0.2,0.9,0.2,0.9,0.7532467532467533,0.7186538461538461,0.7899074074074075,73,6,0,0.1587031560949872,0.1861425416293169,0.98,0.863804664723032,0.6688126186989444,0.6439844509232264,0.6759185252219884,0.1685350978737339,0.1833119370294754
Pima,ACP-Gini,42,1,0.2,0.9,0.2,0.9,0.7532467532467533,0.7156462585034014,0.7858333333333334,73,6,0,0.1587031560949872,0.1890033020786277,0.98,0.915116618075802,0.6726645090427408,0.647648202137998,0.6675563448218336,0.1691413814947457,0.1816964973437548
Pima,CART,42,2,0.2,0.9,0.4,0.9,0.7532467532467533,0.7156462585034014,0.7656481481481483,77,6,0,0.1716567889709266,0.1736252473388351,0.96,0.9363556851311956,0.7654004436154761,0.7233041788143829,0.6687741294520149,0.1693336157991153,0.17549027975338
Pima,VIF+CART,42,2,0.2,0.9,0.4,0.9,0.7532467532467533,0.7156462585034014,0.7656481481481483,77,6,0,0.1716567889709266,0.1736252473388351,0.96,0.9363556851311956,0.7654004436154761,0.7233041788143829,0.6687741294520149,0.1693336157991153,0.17549027975338
Pima,RRF-style,42,2,0.2,0.9,0.4,0.9,0.7532467532467533,0.7156462585034014,0.7670370370370372,77,6,0,0.1716567889709266,0.1736770286733861,0.96,0.878586005830904,0.7626822728544925,0.735860058309038,0.6650396895571123,0.1679784480072545,0.174466311354878
Pima,ACP-Gini,42,2,0.2,0.9,0.4,0.9,0.7532467532467533,0.7156462585034014,0.7780555555555555,77,6,0,0.1716567889709266,0.1730867355628026,0.96,0.8938969873663752,0.7804516052915991,0.7462001943634596,0.6636501279647563,0.1685097707722202,0.1740847748836467
Pima,CART,42,3,0.2,0.9,1.0,0.7,0.7124183006535948,0.6621838619028503,0.7520754716981132,69,6,0,0.1716567889709266,0.1902236728518566,1.0,0.889139941690962,0.6966718628104924,0.6695043731778425,0.6600929052364858,0.169682517453747,0.1775103059500569
Pima,VIF+CART,42,3,0.2,0.9,1.0,0.7,0.7124183006535948,0.6621838619028503,0.7520754716981132,69,6,0,0.1716567889709266,0.1902236728518566,1.0,0.889139941690962,0.6966718628104924,0.6695043731778425,0.6600929052364858,0.169682517453747,0.1775103059500569
Pima,RRF-style,42,3,0.2,0.9,1.0,0.7,0.7058823529411765,0.6524307133121308,0.7664150943396226,67,6,0,0.1587031560949872,0.1845754720975002,1.0,0.8662682215743441,0.6821242754385523,0.6691448007774539,0.6680228961822109,0.1690658433737393,0.1779619400369579
Pima,ACP-Gini,42,3,0.2,0.9,1.0,0.7,0.7189542483660131,0.6717884759291595,0.7631132075471698,69,6,0,0.1716567889709266,0.1867846064725957,1.0,0.8692419825072886,0.7341013471531437,0.6946258503401361,0.6587785555214165,0.1697738023679657,0.1759125736759812
Pima,CART,42,4,0.2,0.9,0.2,0.9,0.7124183006535948,0.6732038834951457,0.6789622641509434,65,6,0,0.1739817346301192,0.1846797898390841,0.98,0.9165451895043734,0.7597469138338091,0.6829057337220603,0.654068894736232,0.1703668351515189,0.1831456531692278
Pima,VIF+CART,42,4,0.2,0.9,0.2,0.9,0.7124183006535948,0.6732038834951457,0.6789622641509434,65,6,0,0.1739817346301192,0.1846797898390841,0.98,0.9165451895043734,0.7597469138338091,0.6829057337220603,0.654068894736232,0.1703668351515189,0.1831456531692278
Pima,RRF-style,42,4,0.2,0.9,0.2,0.9,0.6993464052287581,0.6468285828984344,0.708679245283019,67,6,0,0.1716567889709266,0.1881710513170298,0.98,0.8273032069970846,0.7756872956693752,0.6946452866861029,0.6650447416499154,0.1678987411107987,0.1822668270922078
Pima,ACP-Gini,42,4,0.2,0.9,0.2,0.9,0.6928104575163399,0.6276601253041992,0.6861320754716982,61,6,0,0.1716567889709266,0.1843955359389629,0.98,0.8620699708454812,0.7721421262062975,0.6921963070942663,0.6656893779195022,0.1698810397827146,0.1810658198437188
Pima,CART,43,0,0.2,0.9,0.6,0.9,0.7337662337662337,0.66190093708166,0.7828703703703703,69,6,0,0.1716567889709266,0.1853847146547113,1.0,0.9039795918367348,0.6998056365403306,0.6661807580174928,0.6510811083845482,0.1682066716896827,0.1809917341257828
Pima,VIF+CART,43,0,0.2,0.9,0.6,0.9,0.7337662337662337,0.66190093708166,0.7828703703703703,69,6,0,0.1716567889709266,0.1853847146547113,1.0,0.9039795918367348,0.6998056365403306,0.6661807580174928,0.6510811083845482,0.1682066716896827,0.1809917341257828
Pima,RRF-style,43,0,0.2,0.9,0.6,0.9,0.7532467532467533,0.6977272727272728,0.7653703703703704,69,6,0,0.1591232794962716,0.1793281006958934,1.0,0.8529154518950438,0.7062165450752439,0.6531389698736637,0.653691133643986,0.1667339419446742,0.1803148608650866
Pima,ACP-Gini,43,0,0.2,0.9,0.6,0.9,0.7337662337662337,0.66190093708166,0.7811111111111111,71,6,0,0.1643185465725868,0.1849723478461462,1.0,0.9001749271137027,0.7135571320905554,0.6898639455782313,0.6568980688811168,0.1683469373911216,0.179888380646977
Pima,CART,43,1,0.2,0.9,0.8,0.7,0.7012987012987013,0.6594230769230769,0.7814814814814814,73,6,0,0.1716567889709266,0.1791310262094014,1.0,0.9262390670553936,0.6960722255601902,0.6551603498542274,0.6484613279165707,0.1694279975153772,0.1801773658060339
Pima,VIF+CART,43,1,0.2,0.9,0.8,0.7,0.7012987012987013,0.6594230769230769,0.7814814814814814,73,6,0,0.1716567889709266,0.1791310262094014,1.0,0.9262390670553936,0.6960722255601902,0.6551603498542274,0.6484613279165707,0.1694279975153772,0.1801773658060339
Pima,RRF-style,43,1,0.2,0.9,0.8,0.7,0.7012987012987013,0.6594230769230769,0.7781481481481483,73,6,0,0.1716567889709266,0.1792432206323698,1.0,0.821622934888241,0.7102468935231961,0.6667832847424684,0.6570380846117385,0.1677957022427889,0.1798352166435106
Pima,ACP-Gini,43,1,0.2,0.9,0.8,0.7,0.7012987012987013,0.6594230769230769,0.7888888888888889,73,6,0,0.1716567889709266,0.1790022765031189,1.0,0.8925218658892129,0.7216543070285277,0.6639844509232264,0.6572315866660978,0.1689066172138302,0.1798212355009193
Pima,CART,43,2,0.2,0.9,0.8,0.9,0.7272727272727273,0.6979263964132263,0.7511111111111112,65,6,0,0.1716567889709266,0.1779920374738064,0.98,0.9434110787172012,0.7295380526968004,0.6852380952380953,0.6893440676478579,0.1712778139100349,0.1820251319262947
Pima,VIF+CART,43,2,0.2,0.9,0.8,0.9,0.7272727272727273,0.6979263964132263,0.7511111111111112,65,6,0,0.1716567889709266,0.1779920374738064,0.98,0.9434110787172012,0.7295380526968004,0.6852380952380953,0.6893440676478579,0.1712778139100349,0.1820251319262947
Pima,RRF-style,43,2,0.2,0.9,0.8,0.9,0.7142857142857143,0.6957614942528736,0.739074074074074,65,6,0,0.1716567889709266,0.176731222706307,0.98,0.8745821185617105,0.7455650864039303,0.7000485908649174,0.6857209965374226,0.1709140541789152,0.1810703370182979
Pima,ACP-Gini,43,2,0.2,0.9,0.8,0.9,0.7142857142857143,0.6957614942528736,0.7379629629629629,65,6,0,0.1716567889709266,0.1764296542902214,0.98,0.8842857142857142,0.7484178892361691,0.6875996112730807,0.6743964770522844,0.1698837471630176,0.179690971016228
Pima,CART,43,3,0.2,0.9,0.2,0.9,0.7843137254901961,0.7536231884057971,0.830754716981132,71,6,0,0.1716567889709266,0.1927833029997799,1.0,0.9348396501457727,0.7296826581077065,0.6941010689990282,0.6644645132844637,0.1696600876610625,0.1826182000666045
Pima,VIF+CART,43,3,0.2,0.9,0.2,0.9,0.7843137254901961,0.7536231884057971,0.830754716981132,71,6,0,0.1716567889709266,0.1927833029997799,1.0,0.9348396501457727,0.7296826581077065,0.6941010689990282,0.6644645132844637,0.1696600876610625,0.1826182000666045
Pima,RRF-style,43,3,0.2,0.9,0.2,0.9,0.7843137254901961,0.7536231884057971,0.830754716981132,71,6,0,0.1716567889709266,0.1927833029997799,1.0,0.8661661807580174,0.7184233748733085,0.6750631681243926,0.667994418550961,0.1689520534383818,0.1828708283336606
Pima,ACP-Gini,43,3,0.2,0.9,0.2,0.9,0.7777777777777778,0.7474757281553398,0.8102830188679246,69,6,0,0.1716567889709266,0.1951163339801981,1.0,0.9054081632653062,0.7411283311650408,0.6964431486880467,0.6637314433793038,0.1689274168303715,0.1809686048097521
Pima,CART,43,4,0.2,0.9,1.0,0.7,0.7450980392156863,0.7118087418497947,0.7764150943396226,73,6,0,0.1716567889709266,0.1870194645711902,1.0,0.9225072886297376,0.6664766531032141,0.6754713313896987,0.6648771223679862,0.1682732682320314,0.1742464034560162
Pima,VIF+CART,43,4,0.2,0.9,1.0,0.7,0.7450980392156863,0.7118087418497947,0.7764150943396226,73,6,0,0.1716567889709266,0.1870194645711902,1.0,0.9225072886297376,0.6664766531032141,0.6754713313896987,0.6648771223679862,0.1682732682320314,0.1742464034560162
Pima,RRF-style,43,4,0.2,0.9,1.0,0.7,0.7450980392156863,0.7118087418497947,0.7850943396226415,73,6,0,0.1716567889709266,0.1870602132061906,1.0,0.8821574344023325,0.6627527862366038,0.6687657920310981,0.6667442373020444,0.1673396347577603,0.1749443494679779
Pima,ACP-Gini,43,4,0.2,0.9,1.0,0.7,0.7450980392156863,0.70566763675825,0.7747169811320755,73,6,0,0.1716567889709266,0.1856525759056274,1.0,0.9202040816326532,0.7052672497570458,0.6881632653061226,0.6542683141166098,0.1679353373447267,0.1733051011124634
Pima,CART,44,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.6806184012066365,0.7264814814814815,73,6,0,0.1716567889709266,0.1825083787839947,1.0,0.9299271137026238,0.6407630395812818,0.6468318756073859,0.6553172563410957,0.1697865453638466,0.1820264619858869
Pima,VIF+CART,44,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.6806184012066365,0.7264814814814815,73,6,0,0.1716567889709266,0.1825083787839947,1.0,0.9299271137026238,0.6407630395812818,0.6468318756073859,0.6553172563410957,0.1697865453638466,0.1820264619858869
Pima,RRF-style,44,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.6806184012066365,0.7264814814814815,73,6,0,0.1716567889709266,0.1825083787839947,1.0,0.8566763848396503,0.665518377493169,0.6467638483965014,0.6591541874973567,0.1691680959934378,0.1818716041053442
Pima,ACP-Gini,44,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.6806184012066365,0.7491666666666666,73,6,0,0.1716567889709266,0.1808261149874127,1.0,0.9069679300291544,0.6359249548454359,0.6291350826044704,0.6554456253274202,0.1692321165019437,0.1794322696316054
Pima,CART,44,1,0.2,0.9,0.8,0.7,0.7272727272727273,0.6890384615384615,0.7948148148148148,67,6,0,0.1587031560949872,0.1727667270307922,0.98,0.9040962099125366,0.7367261446359723,0.7364528668610302,0.6629557429258159,0.1688883219935423,0.1703803989485087
Pima,VIF+CART,44,1,0.2,0.9,0.8,0.7,0.7272727272727273,0.6890384615384615,0.7948148148148148,67,6,0,0.1587031560949872,0.1727667270307922,0.98,0.9040962099125366,0.7367261446359723,0.7364528668610302,0.6629557429258159,0.1688883219935423,0.1703803989485087
Pima,RRF-style,44,1,0.2,0.9,0.8,0.7,0.7272727272727273,0.6890384615384615,0.8141666666666667,67,6,0,0.1587031560949872,0.1731521449066623,0.98,0.8432701652089406,0.7436989874254099,0.7317395529640428,0.6689588858277576,0.1681313973230633,0.169933898983955
Pima,ACP-Gini,44,1,0.2,0.9,0.8,0.7,0.7272727272727273,0.6890384615384615,0.7948148148148148,67,6,0,0.1587031560949872,0.1727667270307922,0.98,0.8799562682215742,0.7341516126346522,0.7125850340136055,0.6570923373508692,0.1689952970947721,0.1690213714796331
Pima,CART,44,2,0.2,0.9,0.4,0.7,0.7857142857142857,0.7569235184388003,0.8314814814814815,79,6,0,0.1716567889709266,0.1831191233049018,0.98,0.9706122448979592,0.6758794946550051,0.6346064139941691,0.6648499709454908,0.1711754478188786,0.1830490178326675
Pima,VIF+CART,44,2,0.2,0.9,0.4,0.7,0.7857142857142857,0.7569235184388003,0.8314814814814815,79,6,0,0.1716567889709266,0.1831191233049018,0.98,0.9706122448979592,0.6758794946550051,0.6346064139941691,0.6648499709454908,0.1711754478188786,0.1830490178326675
Pima,RRF-style,44,2,0.2,0.9,0.4,0.7,0.7597402597402597,0.7326765188834155,0.8038888888888889,79,6,0,0.1716567889709266,0.1825046653685708,0.98,0.904737609329446,0.6856505009489093,0.6541496598639456,0.668296095302042,0.1705434930888681,0.1829347914632033
Pima,ACP-Gini,44,2,0.2,0.9,0.4,0.7,0.7597402597402597,0.7326765188834155,0.8072222222222223,79,6,0,0.1716567889709266,0.1796103808568314,0.98,0.9428571428571428,0.7208163265306123,0.6604178814382896,0.6556062098729959,0.1713306906351387,0.1814054485860861
Pima,CART,44,3,0.2,0.9,1.0,0.9,0.6862745098039216,0.6357142857142857,0.7583018867924529,73,6,0,0.1716567889709266,0.1863247595300347,0.98,0.9314285714285714,0.6777797638019519,0.6297473275024295,0.6605846805655059,0.1700863170765638,0.1841529391854076
Pima,VIF+CART,44,3,0.2,0.9,1.0,0.9,0.6862745098039216,0.6357142857142857,0.7583018867924529,73,6,0,0.1716567889709266,0.1863247595300347,0.98,0.9314285714285714,0.6777797638019519,0.6297473275024295,0.6605846805655059,0.1700863170765638,0.1841529391854076
Pima,RRF-style,44,3,0.2,0.9,1.0,0.9,0.6862745098039216,0.6357142857142857,0.7583018867924529,73,6,0,0.1716567889709266,0.1863247595300347,0.98,0.8565403304178812,0.6958969958589847,0.6437706511175899,0.6682538015017424,0.1707392446305864,0.1845273558157283
Pima,ACP-Gini,44,3,0.2,0.9,1.0,0.9,0.6862745098039216,0.6357142857142857,0.7523584905660378,73,6,0,0.1716567889709266,0.1842635983116723,0.98,0.8897084548104958,0.7011695506522746,0.6379689018464529,0.6590121078830734,0.1699805050922504,0.1828384691660846
Pima,CART,44,4,0.2,0.9,0.2,0.9,0.7581699346405228,0.7341379796177148,0.8183962264150944,69,6,0,0.1643185465725868,0.1766911810889314,1.0,0.9267930029154516,0.7096085315355047,0.6637803692905735,0.6753240813804348,0.1700863181086487,0.1807915467134346
Pima,VIF+CART,44,4,0.2,0.9,0.2,0.9,0.7581699346405228,0.7341379796177148,0.8183962264150944,69,6,0,0.1643185465725868,0.1766911810889314,1.0,0.9267930029154516,0.7096085315355047,0.6637803692905735,0.6753240813804348,0.1700863181086487,0.1807915467134346
Pima,RRF-style,44,4,0.2,0.9,0.2,0.9,0.7581699346405228,0.7341379796177148,0.8270754716981132,69,6,0,0.1643185465725868,0.1767113616334581,1.0,0.8532215743440232,0.6874417540345301,0.6489601554907677,0.686077093958165,0.1679919641142178,0.181451146455843
Pima,ACP-Gini,44,4,0.2,0.9,0.2,0.9,0.7581699346405228,0.7341379796177148,0.8270754716981132,69,6,0,0.1643185465725868,0.1767113616334581,1.0,0.903804664723032,0.6944013718193812,0.6740816326530612,0.6798986192083977,0.1693281320370746,0.1790980501789499
Ionosphere,CART,42,0,0.4,0.9,1.0,0.5,0.9014084507042254,0.8961337513061651,0.9824786324786324,27,6,0,0.17465905955465055,0.17383841136382772,0.6,0.32403223968312106,0.37262325890200926,0.30800777453838674,0.8850280136419523,0.18219510989994048,0.16340980273790837
Ionosphere,VIF+CART,42,0,0.4,0.9,1.0,0.5,0.9014084507042254,0.8961337513061651,0.9824786324786324,27,6,1,0.17465905955465055,0.17383841136382772,0.6,0.3293839820450675,0.37989541024831547,0.3084936831875607,0.8853408241158798,0.1803077211419932,0.16241946337238974
Ionosphere,RRF-style,42,0,0.4,0.9,1.0,0.5,0.9014084507042254,0.8961337513061651,0.9824786324786324,27,6,0,0.17465905955465055,0.17383841136382772,0.6,0.30596351860757626,0.3640937874457838,0.30622287010042115,0.8937505414725413,0.18131899567785686,0.16198801743607202
Ionosphere,ACP-Gini,42,0,0.4,0.9,1.0,0.5,0.8873239436619719,0.8786324786324786,0.9465811965811965,27,6,0,0.13299424003209362,0.14218119954709382,0.6,0.33903167567393255,0.3978752738977989,0.29846128927761584,0.8833696911326476,0.15360667202062064,0.1386195741766688
Ionosphere,CART,42,1,0.4,0.9,0.6,0.5,0.9285714285714286,0.9215070643642072,0.9079999999999998,25,6,0,0.15914593900827465,0.1612674781438672,0.66,0.36023315240181986,0.4175854413462609,0.3161807580174927,0.8762108187709444,0.18030314287637672,0.16254844808647725
Ionosphere,VIF+CART,42,1,0.4,0.9,0.6,0.5,0.9285714285714286,0.9215070643642072,0.9079999999999998,25,6,1,0.15914593900827465,0.1612674781438672,0.66,0.35587694091955796,0.4117476743531311,0.31605118237771296,0.8768350990595009,0.17788481993869165,0.16205237306922846
Ionosphere,RRF-style,42,1,0.4,0.9,0.6,0.5,0.9285714285714286,0.9215070643642072,0.9079999999999998,25,6,0,0.15914593900827465,0.1612674781438672,0.66,0.34761115415197047,0.40713864090806684,0.3123874311629413,0.8772277732774861,0.1778439155710626,0.1611488474473141
Ionosphere,ACP-Gini,42,1,0.4,0.9,0.6,0.5,0.9,0.8878975062914665,0.8973333333333333,23,6,0,0.16032367601012473,0.12647909626069542,0.66,0.3626368065041535,0.41740176258324935,0.30382248137350176,0.8609263889291128,0.15504007600433345,0.13953820501705708
Ionosphere,CART,42,2,0.4,0.9,1.0,0.7,0.8857142857142857,0.8731884057971014,0.8755555555555555,23,6,0,0.21881490447256632,0.24704243710294674,0.52,0.33095438868187965,0.3643275552082098,0.2827437641723356,0.8954036633704605,0.18887910680985118,0.18337349614476517
Ionosphere,VIF+CART,42,2,0.4,0.9,1.0,0.7,0.8857142857142857,0.8731884057971014,0.8755555555555555,23,6,1,0.21881490447256632,0.24704243710294674,0.52,0.33263503050237747,0.36711721388380736,0.2832879818594104,0.8946425799020731,0.1865781029393757,0.18250165730119294
Ionosphere,RRF-style,42,2,0.4,0.9,1.0,0.7,0.8714285714285714,0.858712715855573,0.8986666666666666,21,6,0,0.23491938942518575,0.24287273169394946,0.52,0.3184032079032079,0.3572908397139429,0.2949238743116294,0.8967537099842653,0.1898288957946125,0.18199451089587665
Ionosphere,ACP-Gini,42,2,0.4,0.9,1.0,0.7,0.8857142857142857,0.8731884057971014,0.8937777777777777,23,6,0,0.2004779743877375,0.24594550791124262,0.52,0.27263625483493437,0.2780016846177953,0.2434272756721736,0.9010789408121691,0.16534488839096068,0.16690084447594028
Ionosphere,CART,42,3,0.4,0.9,0.4,0.9,0.9,0.8901098901098901,0.9106666666666667,25,6,0,0.17053276398572556,0.15423496221191804,0.6,0.3529761247156205,0.40324417182442623,0.31372529964366697,0.8870093953376309,0.1763760585448861,0.1613623711363979
Ionosphere,VIF+CART,42,3,0.4,0.9,0.4,0.9,0.9,0.8901098901098901,0.9106666666666667,25,6,1,0.17053276398572556,0.15423496221191804,0.6,0.3536450923359687,0.40499720972371,0.3157985098801425,0.885656827259373,0.17568315429826964,0.16221922770561822
Ionosphere,RRF-style,42,3,0.4,0.9,0.4,0.9,0.9,0.8901098901098901,0.9106666666666667,25,6,0,0.17053276398572556,0.15423496221191804,0.6,0.33308384959045223,0.3909537171412078,0.31444120505344997,0.8910646981790846,0.17745370335990926,0.16164557737830382
Ionosphere,ACP-Gini,42,3,0.4,0.9,0.4,0.9,0.9,0.8901098901098901,0.9475555555555555,23,6,0,0.128949421075814,0.14533423758454975,0.6,0.3351725763898633,0.39095250295539136,0.306012309685779,0.885203414897721,0.1581796028679531,0.14655801701789017
Ionosphere,CART,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.891111111111111,23,6,0,0.1659994583769335,0.17880549358034437,0.78,0.35042895146736686,0.4181229315206539,0.3144120505344995,0.8503243084360422,0.20184967857763653,0.1832952251561043
Ionosphere,VIF+CART,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.891111111111111,23,6,1,0.1659994583769335,0.17880549358034437,0.78,0.3534453225179516,0.4230008371083464,0.31568513119533526,0.8488732686456334,0.19739791187799327,0.18113173460118986
